AttachContainerToHandlerFrame	c	VEHICLE	0x6A98C2ECF57FA5D4		handler:Vehicle,container:Entity	
AttachEntitiesToRope	c	PHYSICS	0x3D95EC8B6D940AC3		ropeId:integer,ent1:Entity,ent2:Entity,ent1_x:number,ent1_y:number,ent1_z:number,ent2_x:number,ent2_y:number,ent2_z:number,length:number,p10:boolean,p11:boolean,boneName1:string,boneName2:string	
AttachEntityBoneToEntityBone	c	ENTITY	0x5C48B75732C8456C		entity1:Entity,entity2:Entity,entityBone:integer,entityBone2:integer,p4:boolean,p5:boolean	
AttachEntityBoneToEntityBonePhysically	c	ENTITY	0xFD1695C5D3B05439		entity1:Entity,entity2:Entity,entityBone:integer,entityBone2:integer,p4:boolean,p5:boolean	
AttachEntityToCargobob	c	VEHICLE	0xA1DD82F3CCF9A01E		vehicle:Vehicle,entity:Entity,p2:integer,x:number,y:number,z:number	
AttachEntityToEntity	c	ENTITY	0x6B9BBD38AB0796DF		entity1:Entity,entity2:Entity,boneIndex:integer,xPos:number,yPos:number,zPos:number,xRot:number,yRot:number,zRot:number,p9:boolean,useSoftPinning:boolean,collision:boolean,isPed:boolean,rotationOrder:integer,syncRot:boolean	
AttachEntityToEntityPhysically	c	ENTITY	0xC3675780C92F90F9		entity1:Entity,entity2:Entity,boneIndex1:integer,boneIndex2:integer,xPos1:number,yPos1:number,zPos1:number,xPos2:number,yPos2:number,zPos2:number,xRot:number,yRot:number,zRot:number,breakForce:number,fixedRot:boolean,p15:boolean,collision:boolean,teleport:boolean,p18:integer	
AttachPortablePickupToPed	c	OBJECT	0x8DC39368BDD57755		pickupObject:Object,ped:Ped	
AttachRopeToEntity	c	PHYSICS	0x4B490A6832559A65		ropeId:integer,entity:Entity,x:number,y:number,z:number,p5:boolean	
AttachSynchronizedSceneToEntity	c	PED	0x272E4723B56A3B96		sceneID:integer,entity:Entity,boneIndex:integer	
AttachTvAudioToEntity	c	GRAPHICS	0x845BAD77CC770633		entity:Entity	
AttachVehicleOnToTrailer	c	VEHICLE	0x16B5E274BDE402F8		vehicle:Vehicle,trailer:Vehicle,offsetX:number,offsetY:number,offsetZ:number,coordsX:number,coordsY:number,coordsZ:number,rotationX:number,rotationY:number,rotationZ:number,disableColls:number	
AttachVehicleToCargobob	c	VEHICLE	0x4127F1D84E347769		cargobob:Vehicle,vehicle:Vehicle,vehicleBoneIndex:integer,x:number,y:number,z:number	
